,EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager
4023,4024,2.0,3.0,3.0,3,3,31,No,Travel_Rarely,Research & Development,1.25,4,Life Sciences,Female,5,Manager,Divorced,1349.01,1.0,Y,14,8,0,10.0,2,10,0,2
4024,4025,3.0,4.0,3.0,3,3,34,No,Travel_Rarely,Sales,8.75,2,Technical Degree,Female,1,Sales Executive,Married,290.55,2.0,Y,14,8,1,9.0,2,5,1,0
4025,4026,4.0,1.0,3.0,2,3,29,No,Travel_Rarely,Research & Development,3.125,5,Life Sciences,Female,1,Sales Executive,Single,1365.26,3.0,Y,12,8,0,11.0,4,3,1,2
4026,4027,4.0,1.0,3.0,4,3,37,No,Travel_Rarely,Research & Development,4.375,2,Medical,Male,1,Manufacturing Director,Married,261.43,5.0,Y,13,8,0,16.0,4,5,0,4
4027,4028,4.0,2.0,3.0,2,4,35,No,Travel_Rarely,Sales,1.25,1,Technical Degree,Male,2,Laboratory Technician,Married,241.67,0.0,Y,25,8,1,4.0,2,3,0,2
4028,4029,2.0,4.0,2.0,2,3,45,No,Travel_Rarely,Research & Development,1.875,3,Medical,Female,2,Sales Executive,Married,488.79999999999995,0.0,Y,14,8,1,10.0,2,9,3,8
4029,4030,2.0,4.0,2.0,1,3,36,No,Travel_Frequently,Research & Development,3.125,3,Medical,Female,4,Manufacturing Director,Single,2311.27,1.0,Y,17,8,1,10.0,5,10,0,8
4031,4032,2.0,3.0,2.0,2,3,26,No,Travel_Rarely,Research & Development,16.25,2,Life Sciences,Male,2,Human Resources,Married,885.56,1.0,Y,13,8,0,1.0,2,1,1,0
4032,4033,1.0,3.0,2.0,2,4,27,No,Travel_Rarely,Research & Development,2.5,3,Technical Degree,Male,2,Manufacturing Director,Single,672.23,0.0,Y,20,8,1,9.0,1,8,0,7
4033,4034,4.0,4.0,3.0,4,3,48,No,Travel_Frequently,Research & Development,1.25,3,Life Sciences,Male,2,Research Director,Divorced,2566.2,3.0,Y,14,8,0,24.0,2,22,4,7
4034,4035,2.0,1.0,3.0,3,3,44,No,Travel_Rarely,Sales,0.625,2,Medical,Male,4,Manager,Married,2432.43,2.0,Y,12,8,1,10.0,0,2,2,2
4035,4036,4.0,1.0,3.0,3,3,34,Yes,Non-Travel,Research & Development,16.875,2,Life Sciences,Female,1,Sales Representative,Married,479.96,1.0,Y,12,8,1,5.0,5,5,3,0
4036,4037,1.0,4.0,3.0,3,4,56,Yes,Travel_Rarely,Human Resources,0.625,2,Medical,Female,5,Sales Executive,Single,332.66999999999996,1.0,Y,21,8,0,5.0,3,4,1,0
4037,4038,3.0,2.0,1.0,3,3,36,No,Travel_Rarely,Research & Development,8.125,3,Technical Degree,Female,3,Healthcare Representative,Married,327.21,2.0,Y,14,8,0,12.0,3,4,1,3
4038,4039,3.0,2.0,3.0,3,3,41,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,Female,1,Sales Executive,Married,860.99,5.0,Y,18,8,0,14.0,3,5,1,4
4039,4040,3.0,1.0,4.0,3,3,42,No,Travel_Rarely,Research & Development,4.375,3,Technical Degree,Female,2,Sales Executive,Married,2374.45,9.0,Y,12,8,1,18.0,4,13,5,7
4040,4041,3.0,4.0,3.0,2,4,31,No,Travel_Rarely,Sales,5.625,4,Life Sciences,Female,1,Sales Executive,Divorced,2096.12,2.0,Y,23,8,1,8.0,2,5,1,4
4041,4042,4.0,4.0,2.0,3,3,34,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,Female,3,Laboratory Technician,Married,336.05,3.0,Y,12,8,0,9.0,5,4,0,1
4042,4043,1.0,3.0,2.0,4,4,31,No,Travel_Rarely,Sales,15.625,2,Life Sciences,Female,3,Manufacturing Director,Divorced,2367.69,8.0,Y,21,8,2,4.0,3,2,2,2
4043,4044,3.0,4.0,3.0,4,3,26,No,Travel_Frequently,Sales,10.0,2,Life Sciences,Male,2,Healthcare Representative,Married,1089.3999999999999,0.0,Y,14,8,0,8.0,3,7,7,7
4044,4045,2.0,3.0,3.0,3,3,45,No,Travel_Frequently,Research & Development,5.0,4,Life Sciences,Female,2,Manager,Single,389.21999999999997,4.0,Y,18,8,1,12.0,2,4,0,3
4045,4046,2.0,3.0,2.0,3,3,33,No,Travel_Rarely,Sales,0.625,3,Life Sciences,Female,5,Sales Executive,Single,158.98999999999998,1.0,Y,13,8,1,10.0,3,10,0,9
4046,4047,3.0,4.0,3.0,3,3,28,No,Travel_Frequently,Sales,5.0,3,Life Sciences,Male,4,Research Scientist,Married,145.34,1.0,Y,11,8,0,7.0,3,7,0,7
4047,4048,3.0,1.0,3.0,3,3,29,Yes,Travel_Frequently,Human Resources,1.25,4,Human Resources,Male,2,Sales Executive,Single,373.75,1.0,Y,11,8,0,1.0,3,1,0,0
4048,4049,1.0,3.0,3.0,3,3,39,No,Non-Travel,Research & Development,5.0,5,Medical,Female,2,Sales Representative,Married,2447.12,6.0,Y,19,8,1,10.0,4,3,1,2
4049,4050,2.0,2.0,2.0,3,3,27,No,Travel_Rarely,Sales,1.875,2,Technical Degree,Male,2,Healthcare Representative,Married,1765.01,1.0,Y,12,8,1,6.0,2,5,1,2
4050,4051,3.0,4.0,3.0,3,3,34,No,Travel_Frequently,Research & Development,5.625,4,Life Sciences,Female,2,Manufacturing Director,Married,341.25,1.0,Y,12,8,3,16.0,4,15,6,11
4051,4052,4.0,3.0,3.0,3,3,28,Yes,Travel_Rarely,Research & Development,15.625,3,Technical Degree,Male,1,Research Director,Single,2442.5699999999997,3.0,Y,16,8,1,6.0,4,2,2,2
4052,4053,3.0,2.0,4.0,3,3,47,No,Non-Travel,Research & Development,0.625,4,Medical,Male,1,Research Scientist,Married,589.9399999999999,8.0,Y,11,8,0,16.0,3,8,1,7
4053,4054,4.0,1.0,3.0,3,3,56,No,Travel_Rarely,Research & Development,2.5,3,Technical Degree,Female,2,Sales Executive,Married,2580.1099999999997,4.0,Y,14,8,0,6.0,6,0,0,0
4054,4055,1.0,1.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,0.625,3,Other,Female,1,Laboratory Technician,Married,1366.56,1.0,Y,12,8,1,10.0,2,10,7,9
4055,4056,4.0,2.0,3.0,3,3,38,No,Travel_Frequently,Research & Development,2.5,2,Medical,Female,1,Manager,Divorced,577.72,1.0,Y,13,8,0,20.0,2,20,0,7
4056,4057,4.0,4.0,2.0,3,4,58,No,Travel_Rarely,Sales,3.125,3,Marketing,Male,5,Sales Representative,Married,280.02,4.0,Y,21,8,1,29.0,3,1,0,0
4057,4058,1.0,3.0,3.0,3,3,32,Yes,Travel_Frequently,Research & Development,5.625,3,Life Sciences,Male,2,Laboratory Technician,Single,2494.7,3.0,Y,17,8,1,8.0,2,4,0,3
4058,4059,2.0,4.0,4.0,3,4,38,No,Travel_Rarely,Research & Development,1.875,4,Life Sciences,Female,1,Sales Representative,Divorced,583.6999999999999,2.0,Y,21,8,1,10.0,1,5,0,3
4059,4060,2.0,4.0,3.0,2,3,49,No,Travel_Frequently,Sales,6.875,4,Life Sciences,Male,2,Research Scientist,Married,455.78,3.0,Y,11,8,1,28.0,4,5,4,3
4060,4061,2.0,4.0,3.0,3,3,42,No,Travel_Rarely,Sales,0.625,3,Life Sciences,Female,1,Sales Executive,Divorced,308.36,3.0,Y,12,8,1,14.0,3,0,0,0
4061,4062,1.0,2.0,3.0,3,3,27,Yes,Travel_Frequently,Sales,5.0,1,Life Sciences,Male,4,Laboratory Technician,Married,1330.03,1.0,Y,13,8,1,1.0,2,1,0,0
4062,4063,2.0,1.0,1.0,3,3,35,No,Travel_Rarely,Research & Development,15.625,1,Medical,Male,1,Sales Executive,Married,703.3,0.0,Y,18,8,0,6.0,4,5,0,4
4063,4064,3.0,3.0,2.0,3,3,28,No,Non-Travel,Research & Development,13.125,1,Medical,Male,3,Research Scientist,Single,1037.1399999999999,1.0,Y,16,8,2,5.0,2,5,1,4
4064,4065,3.0,1.0,4.0,4,3,31,No,Non-Travel,Sales,14.375,1,Medical,Male,1,Sales Executive,Divorced,502.71,1.0,Y,11,8,1,4.0,4,4,2,3
4065,4066,1.0,2.0,3.0,1,3,36,No,Non-Travel,Research & Development,0.625,3,Life Sciences,Male,2,Research Scientist,Married,368.94,1.0,Y,19,8,2,5.0,5,5,0,2
4066,4067,1.0,4.0,2.0,3,3,34,No,Travel_Rarely,Sales,1.25,3,Marketing,Male,4,Healthcare Representative,Single,610.35,1.0,Y,16,8,1,14.0,2,14,2,1
4067,4068,4.0,3.0,2.0,2,3,34,No,Travel_Rarely,Research & Development,11.875,3,Technical Degree,Female,1,Research Director,Divorced,434.07,1.0,Y,16,8,0,9.0,2,8,1,1
4068,4069,3.0,1.0,2.0,4,3,26,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,Male,2,Research Scientist,Single,270.4,0.0,Y,13,8,0,8.0,6,7,7,6
4069,4070,1.0,1.0,2.0,4,4,29,No,Travel_Rarely,Research & Development,1.25,4,Other,Male,2,Laboratory Technician,Married,272.47999999999996,0.0,Y,22,8,0,6.0,2,5,0,2
4070,4071,3.0,4.0,3.0,4,3,32,No,Non-Travel,Research & Development,1.875,1,Life Sciences,Male,3,Manager,Divorced,807.17,5.0,Y,17,8,1,9.0,5,5,1,2
4071,4072,4.0,1.0,3.0,3,3,31,No,Travel_Frequently,Research & Development,15.625,5,Technical Degree,Female,2,Human Resources,Married,2347.93,1.0,Y,14,8,1,10.0,2,10,8,7
4072,4073,3.0,4.0,2.0,2,3,28,Yes,Travel_Rarely,Sales,4.375,5,Life Sciences,Female,2,Sales Representative,Divorced,2225.99,5.0,Y,15,8,1,6.0,2,4,0,3
4073,4074,1.0,1.0,2.0,2,3,38,No,Travel_Rarely,Research & Development,5.625,2,Technical Degree,Male,3,Sales Representative,Single,308.36,4.0,Y,12,8,0,20.0,3,1,0,0
4074,4075,3.0,4.0,3.0,1,3,35,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,Male,2,Sales Representative,Married,634.79,1.0,Y,18,8,1,10.0,1,10,0,9
4075,4076,4.0,4.0,3.0,3,3,27,No,Travel_Rarely,Sales,1.25,3,Life Sciences,Female,1,Manager,Single,507.52,1.0,Y,15,8,0,7.0,2,7,0,7
4076,4077,4.0,4.0,3.0,2,3,32,No,Travel_Rarely,Research & Development,5.0,1,Medical,Female,2,Research Scientist,Single,601.51,8.0,Y,17,8,1,8.0,2,1,0,0
4077,4078,1.0,4.0,3.0,3,3,31,Yes,Travel_Frequently,Research & Development,1.25,1,Other,Male,3,Sales Executive,Married,922.2199999999999,1.0,Y,14,8,1,10.0,2,10,0,8
4078,4079,1.0,1.0,2.0,3,3,53,Yes,Travel_Rarely,Research & Development,11.25,3,Medical,Male,1,Research Scientist,Single,444.98999999999995,6.0,Y,15,8,1,15.0,4,2,2,2
4079,4080,1.0,3.0,2.0,3,3,54,No,Travel_Rarely,Research & Development,8.75,3,Other,Male,3,Research Scientist,Married,867.62,3.0,Y,17,8,1,9.0,2,4,2,3
4080,4081,4.0,3.0,3.0,3,3,33,No,Travel_Frequently,Research & Development,1.25,4,Medical,Female,4,Sales Executive,Divorced,2194.4,1.0,Y,14,8,3,9.0,2,9,2,8
4081,4082,1.0,3.0,3.0,3,3,43,No,Travel_Rarely,Research & Development,1.875,3,Medical,Male,1,Research Scientist,Married,1182.22,1.0,Y,12,8,1,10.0,0,10,0,9
4082,4083,4.0,2.0,3.0,2,3,38,No,Travel_Frequently,Research & Development,1.25,5,Medical,Female,4,Sales Executive,Married,1097.98,0.0,Y,14,8,0,7.0,3,6,1,2
4083,4084,3.0,2.0,3.0,2,3,55,No,Travel_Rarely,Sales,5.625,3,Marketing,Male,2,Laboratory Technician,Married,1549.08,4.0,Y,15,8,1,35.0,3,10,1,4
4084,4085,4.0,4.0,3.0,3,3,31,No,Travel_Rarely,Sales,3.75,3,Other,Male,1,Manufacturing Director,Divorced,589.42,1.0,Y,13,8,0,1.0,2,1,0,0
4085,4086,2.0,1.0,3.0,2,3,39,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,Male,2,Sales Executive,Single,1280.76,0.0,Y,12,8,1,21.0,5,20,11,10
4086,4087,4.0,3.0,3.0,3,3,42,No,Non-Travel,Research & Development,6.25,4,Life Sciences,Female,2,Research Scientist,Single,799.63,1.0,Y,13,8,1,20.0,3,20,3,7
4087,4088,3.0,3.0,4.0,3,3,31,No,Non-Travel,Research & Development,8.75,2,Life Sciences,Male,2,Healthcare Representative,Married,299.26,4.0,Y,14,8,0,13.0,3,11,4,8
4088,4089,3.0,1.0,3.0,4,3,54,No,Travel_Rarely,Research & Development,0.625,3,Medical,Female,2,Human Resources,Single,307.06,6.0,Y,13,8,1,9.0,2,5,1,4
4089,4090,2.0,3.0,2.0,1,3,24,No,Travel_Rarely,Research & Development,3.125,4,Other,Male,1,Manufacturing Director,Single,2321.93,1.0,Y,11,8,2,4.0,5,4,1,2
4090,4091,4.0,4.0,4.0,3,3,23,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,Male,2,Research Scientist,Single,2494.31,1.0,Y,11,8,1,5.0,2,5,1,4
4091,4092,4.0,3.0,4.0,2,4,40,No,Travel_Frequently,Research & Development,13.125,3,Medical,Female,3,Research Scientist,Married,2563.21,1.0,Y,21,8,0,10.0,1,10,9,4
4092,4093,2.0,2.0,3.0,2,3,40,No,Travel_Rarely,Research & Development,5.0,1,Medical,Female,5,Research Scientist,Married,460.71999999999997,3.0,Y,18,8,3,15.0,3,11,5,10
4093,4094,3.0,2.0,3.0,3,3,25,No,Travel_Rarely,Sales,12.5,5,Medical,Female,2,Laboratory Technician,Married,1105.0,4.0,Y,12,8,0,6.0,2,2,1,2
4094,4095,4.0,2.0,2.0,2,3,30,No,Travel_Rarely,Human Resources,12.5,4,Life Sciences,Male,2,Research Scientist,Married,605.93,1.0,Y,11,8,0,12.0,3,12,1,7
4095,4096,4.0,3.0,2.0,3,3,25,No,Travel_Rarely,Research & Development,4.375,2,Medical,Male,5,Sales Executive,Divorced,533.39,6.0,Y,15,8,1,7.0,2,2,0,2
4096,4097,1.0,3.0,3.0,2,3,47,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,Male,2,Sales Executive,Single,552.37,2.0,Y,13,8,1,25.0,2,17,12,11
4097,4098,2.0,3.0,2.0,3,3,33,No,Non-Travel,Research & Development,0.625,3,Life Sciences,Male,2,Research Scientist,Divorced,1823.3799999999999,1.0,Y,12,8,0,1.0,4,1,0,0
4098,4099,4.0,2.0,3.0,3,3,38,No,Travel_Rarely,Research & Development,11.875,3,Life Sciences,Female,2,Sales Executive,Married,896.0899999999999,0.0,Y,17,8,0,16.0,3,15,5,8
4099,4100,1.0,3.0,3.0,3,3,31,No,Travel_Rarely,Research & Development,6.25,4,Medical,Female,3,Sales Executive,Married,796.25,0.0,Y,13,8,1,3.0,3,2,1,2
4100,4101,1.0,3.0,3.0,3,3,38,No,Travel_Frequently,Research & Development,0.625,4,Other,Male,2,Research Scientist,Married,476.96999999999997,2.0,Y,19,8,0,10.0,2,8,7,7
4101,4102,4.0,1.0,2.0,1,3,42,No,Travel_Rarely,Research & Development,3.75,3,Medical,Male,2,Laboratory Technician,Divorced,1301.04,6.0,Y,19,8,1,9.0,3,4,1,2
4102,4103,4.0,4.0,3.0,1,3,41,No,Travel_Rarely,Sales,1.25,2,Medical,Male,1,Healthcare Representative,Married,310.31,3.0,Y,17,8,1,12.0,1,5,1,0
4103,4104,3.0,2.0,1.0,2,3,47,No,Non-Travel,Research & Development,13.125,2,Medical,Male,1,Sales Executive,Married,603.0699999999999,0.0,Y,11,8,1,14.0,2,13,5,12
4104,4105,4.0,3.0,3.0,2,3,35,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,Male,2,Healthcare Representative,Married,1026.74,7.0,Y,15,8,0,5.0,2,2,2,2
4105,4106,4.0,3.0,4.0,3,3,22,No,Travel_Rarely,Human Resources,7.5,1,Human Resources,Male,2,Sales Executive,Single,329.41999999999996,0.0,Y,11,8,0,4.0,1,3,1,2
4106,4107,2.0,3.0,3.0,3,4,35,No,Travel_Rarely,Research & Development,5.625,3,Medical,Female,2,Sales Executive,Single,1708.4599999999998,1.0,Y,25,8,2,10.0,4,10,0,8
4107,4108,2.0,4.0,3.0,2,3,33,No,Travel_Rarely,Sales,1.875,4,Medical,Male,3,Healthcare Representative,Married,209.42999999999998,0.0,Y,14,8,0,10.0,2,9,8,1
4108,4109,3.0,2.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,1.875,2,Technical Degree,Male,3,Manufacturing Director,Single,697.1899999999999,1.0,Y,13,8,0,6.0,4,6,4,1
4109,4110,1.0,4.0,2.0,2,3,40,No,Travel_Rarely,Research & Development,0.625,4,Medical,Male,2,Research Director,Married,659.23,8.0,Y,17,8,1,8.0,3,1,0,0
4110,4111,2.0,2.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,0.625,2,Medical,Male,3,Sales Executive,Married,1780.35,0.0,Y,13,8,0,3.0,3,2,2,2
4111,4112,1.0,4.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,2.5,4,Life Sciences,Male,1,Sales Executive,Single,1742.26,7.0,Y,14,8,1,18.0,1,7,1,7
4112,4113,2.0,3.0,3.0,2,3,38,No,Travel_Rarely,Sales,12.5,4,Medical,Female,2,Research Director,Married,263.77,3.0,Y,11,8,1,20.0,3,18,1,11
4113,4114,3.0,4.0,3.0,3,3,32,No,Travel_Rarely,Research & Development,11.25,3,Life Sciences,Male,2,Manager,Married,829.01,1.0,Y,12,8,2,14.0,3,14,5,7
4114,4115,3.0,4.0,3.0,3,3,37,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,Female,4,Sales Executive,Married,705.77,1.0,Y,17,8,1,16.0,3,16,6,8
4115,4116,1.0,3.0,2.0,3,4,25,No,Travel_Rarely,Research & Development,1.25,4,Medical,Female,2,Manufacturing Director,Divorced,362.05,0.0,Y,21,8,0,6.0,2,5,0,4
4117,4118,2.0,4.0,3.0,3,3,44,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,Female,1,Sales Representative,Single,339.3,6.0,Y,15,8,0,6.0,2,4,1,2
4118,4119,3.0,1.0,3.0,3,3,21,No,Travel_Rarely,Sales,6.25,5,Medical,Male,3,Research Scientist,Single,869.31,1.0,Y,19,8,3,2.0,0,2,1,2
4119,4120,4.0,4.0,2.0,4,3,39,No,Non-Travel,Research & Development,1.875,4,Life Sciences,Female,2,Research Director,Single,614.12,2.0,Y,12,8,1,21.0,4,6,1,3
4120,4121,4.0,1.0,2.0,3,3,23,Yes,Travel_Frequently,Research & Development,1.25,4,Life Sciences,Female,2,Manufacturing Director,Married,803.27,1.0,Y,11,8,0,1.0,3,1,1,0
4121,4122,1.0,4.0,3.0,3,3,36,No,Travel_Rarely,Research & Development,15.0,3,Life Sciences,Female,2,Laboratory Technician,Married,795.5999999999999,0.0,Y,19,8,0,10.0,2,9,3,4
4122,4123,4.0,2.0,3.0,2,3,36,No,Travel_Frequently,Research & Development,10.0,1,Medical,Male,2,Sales Executive,Divorced,1377.48,7.0,Y,15,8,0,18.0,3,4,0,2
4123,4124,3.0,3.0,2.0,2,4,56,No,Non-Travel,Research & Development,5.0,1,Life Sciences,Male,1,Sales Executive,Divorced,710.7099999999999,1.0,Y,20,8,0,13.0,6,13,1,9
4124,4125,1.0,4.0,4.0,3,4,29,Yes,Travel_Rarely,Research & Development,5.625,4,Medical,Male,2,Sales Representative,Married,389.47999999999996,9.0,Y,25,8,0,4.0,4,2,2,2
4125,4126,1.0,3.0,2.0,2,4,42,No,Travel_Rarely,Research & Development,10.625,1,Life Sciences,Male,3,Research Scientist,Married,1299.74,5.0,Y,24,8,2,24.0,3,22,4,14
4126,4127,4.0,3.0,1.0,3,4,56,Yes,Travel_Rarely,Sales,6.25,4,Other,Male,2,Sales Executive,Married,530.14,8.0,Y,24,8,1,14.0,3,10,9,8
4127,4128,1.0,2.0,3.0,4,3,41,No,Travel_Rarely,Research & Development,8.125,4,Life Sciences,Female,1,Healthcare Representative,Married,1419.6,0.0,Y,15,8,1,21.0,3,20,0,10
4128,4129,4.0,3.0,3.0,3,3,34,No,Travel_Rarely,Sales,0.625,3,Medical,Female,1,Laboratory Technician,Married,810.16,1.0,Y,13,8,1,8.0,3,8,1,7
4129,4130,4.0,4.0,2.0,3,3,36,No,Non-Travel,Sales,0.625,1,Medical,Female,1,Human Resources,Divorced,1722.11,1.0,Y,14,8,0,15.0,3,15,11,11
4130,4131,3.0,2.0,3.0,3,3,41,No,Travel_Rarely,Research & Development,0.625,5,Medical,Male,1,Healthcare Representative,Divorced,530.53,2.0,Y,13,8,0,14.0,3,5,0,4
4131,4132,4.0,1.0,3.0,3,3,32,No,Travel_Rarely,Sales,5.625,4,Life Sciences,Female,2,Research Scientist,Single,749.9699999999999,1.0,Y,11,8,0,4.0,3,4,1,2
4132,4133,3.0,4.0,3.0,3,3,35,No,Travel_Rarely,Research & Development,10.0,3,Medical,Female,2,Healthcare Representative,Single,311.21999999999997,1.0,Y,16,8,1,9.0,3,9,1,7
4133,4134,1.0,4.0,3.0,2,4,38,No,Travel_Rarely,Research & Development,14.375,3,Medical,Male,3,Sales Representative,Married,507.52,1.0,Y,22,8,0,10.0,3,10,1,9
4134,4135,2.0,3.0,3.0,2,3,50,Yes,Travel_Frequently,Sales,2.5,2,Life Sciences,Female,2,Laboratory Technician,Divorced,2183.87,7.0,Y,14,8,1,12.0,2,6,0,1
4135,4136,2.0,4.0,2.0,2,3,36,No,Travel_Rarely,Research & Development,13.75,4,Life Sciences,Male,1,Healthcare Representative,Married,383.5,4.0,Y,14,8,0,8.0,1,6,0,0
4136,4137,4.0,3.0,3.0,4,3,45,No,Travel_Rarely,Sales,15.0,3,Life Sciences,Male,1,Laboratory Technician,Single,471.77,8.0,Y,16,8,1,8.0,2,5,0,1
4137,4138,3.0,3.0,3.0,3,3,40,No,Travel_Rarely,Sales,6.25,4,Life Sciences,Male,1,Research Scientist,Single,1217.06,2.0,Y,11,8,1,8.0,6,2,2,2
4138,4139,3.0,3.0,4.0,2,4,35,No,Travel_Frequently,Sales,4.375,2,Life Sciences,Male,2,Manufacturing Director,Married,419.77,1.0,Y,25,8,0,10.0,2,10,0,2
4139,4140,3.0,3.0,3.0,3,3,40,No,Travel_Rarely,Research & Development,10.625,4,Life Sciences,Male,1,Manager,Married,465.14,2.0,Y,14,8,1,20.0,2,5,0,2
4140,4141,3.0,4.0,3.0,3,3,35,No,Travel_Rarely,Human Resources,8.75,1,Life Sciences,Male,2,Research Scientist,Married,1038.44,1.0,Y,18,8,0,4.0,3,4,1,1
4141,4142,4.0,2.0,3.0,2,3,29,No,Travel_Rarely,Research & Development,0.625,3,Medical,Male,3,Sales Executive,Married,556.92,4.0,Y,11,8,0,10.0,5,4,0,3
4142,4143,4.0,1.0,1.0,3,3,29,No,Travel_Rarely,Research & Development,3.125,3,Medical,Male,2,Sales Representative,Single,981.89,1.0,Y,19,8,0,5.0,3,5,0,4
4143,4144,4.0,1.0,3.0,3,3,50,Yes,Travel_Rarely,Research & Development,10.625,3,Medical,Male,1,Research Scientist,Divorced,2252.64,4.0,Y,15,8,2,20.0,1,3,2,0
4144,4145,2.0,4.0,2.0,4,3,39,No,Travel_Rarely,Sales,15.625,3,Medical,Male,2,Sales Executive,Married,2561.13,0.0,Y,11,8,0,21.0,3,20,9,6
4145,4146,2.0,1.0,3.0,3,3,31,No,Non-Travel,Research & Development,5.0,4,Life Sciences,Female,4,Sales Executive,Single,1915.1599999999999,0.0,Y,12,8,0,10.0,3,9,1,7
4146,4147,4.0,3.0,3.0,3,4,26,No,Travel_Rarely,Research & Development,6.875,4,Medical,Male,2,Manager,Single,1206.1399999999999,0.0,Y,20,8,0,5.0,3,4,0,0
4147,4148,3.0,4.0,3.0,3,3,36,No,Travel_Frequently,Research & Development,3.125,1,Technical Degree,Male,1,Sales Executive,Married,176.67,4.0,Y,12,8,0,17.0,2,5,0,3
4148,4149,4.0,1.0,3.0,3,3,39,No,Travel_Rarely,Research & Development,1.25,1,Medical,Female,1,Research Scientist,Married,621.27,4.0,Y,14,8,2,9.0,3,7,1,7
4149,4150,2.0,2.0,3.0,3,4,27,No,Travel_Rarely,Research & Development,5.0,2,Medical,Male,1,Laboratory Technician,Married,2134.86,1.0,Y,20,8,1,6.0,3,6,0,3
4150,4151,4.0,2.0,2.0,2,3,49,No,Travel_Frequently,Research & Development,3.75,1,Medical,Male,3,Healthcare Representative,Married,389.47999999999996,2.0,Y,18,8,1,17.0,2,9,0,8
4151,4152,2.0,3.0,4.0,3,3,34,No,Travel_Rarely,Sales,2.5,3,Medical,Female,1,Sales Executive,Married,163.92999999999998,2.0,Y,14,8,1,6.0,6,4,1,2
4152,4153,2.0,4.0,1.0,3,3,41,Yes,Travel_Rarely,Research & Development,4.375,2,Life Sciences,Female,1,Research Scientist,Single,272.87,8.0,Y,12,8,1,8.0,2,6,0,5
4153,4154,3.0,2.0,3.0,3,4,49,No,Travel_Frequently,Sales,0.625,4,Life Sciences,Female,2,Manufacturing Director,Married,755.3,1.0,Y,21,8,1,10.0,2,10,1,7
4154,4155,4.0,3.0,3.0,3,3,37,Yes,Travel_Rarely,Research & Development,1.25,3,Life Sciences,Male,1,Sales Executive,Single,734.11,6.0,Y,19,8,0,7.0,2,0,0,0
4155,4156,4.0,3.0,3.0,3,3,33,No,Travel_Frequently,Research & Development,6.25,2,Medical,Male,2,Research Scientist,Married,444.59999999999997,1.0,Y,14,8,0,8.0,3,8,3,0
4156,4157,1.0,2.0,3.0,2,3,27,No,Travel_Rarely,Sales,3.125,4,Medical,Female,4,Manufacturing Director,Married,572.0,9.0,Y,17,8,1,6.0,3,2,2,2
4157,4158,4.0,4.0,2.0,2,3,32,No,Travel_Frequently,Research & Development,5.625,2,Medical,Female,2,Research Scientist,Single,455.0,0.0,Y,16,8,1,8.0,2,7,3,6
4158,4159,3.0,1.0,2.0,3,3,59,No,Travel_Rarely,Sales,1.25,2,Marketing,Female,5,Sales Representative,Married,268.58,4.0,Y,12,8,1,12.0,3,1,0,0
4159,4160,4.0,3.0,3.0,3,3,30,No,Travel_Rarely,Research & Development,6.875,4,Medical,Male,2,Laboratory Technician,Divorced,2231.97,1.0,Y,17,8,2,1.0,2,1,0,0
4160,4161,4.0,3.0,3.0,3,3,38,No,Travel_Frequently,Sales,11.25,4,Life Sciences,Male,2,Healthcare Representative,Single,541.06,0.0,Y,15,8,1,10.0,1,9,1,8
4161,4162,3.0,3.0,2.0,3,4,36,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,Male,1,Sales Executive,Married,1196.52,6.0,Y,23,8,1,17.0,2,7,7,7
4162,4163,1.0,2.0,3.0,3,3,35,No,Travel_Rarely,Human Resources,1.875,4,Human Resources,Male,2,Manager,Married,428.21999999999997,0.0,Y,11,8,0,6.0,2,5,0,3
4163,4164,4.0,3.0,3.0,2,3,29,No,Travel_Rarely,Sales,18.125,4,Life Sciences,Male,2,Laboratory Technician,Single,276.51,0.0,Y,11,8,1,10.0,3,9,0,8
4164,4165,1.0,3.0,2.0,3,3,31,No,Travel_Rarely,Research & Development,1.25,2,Medical,Male,2,Laboratory Technician,Divorced,516.75,1.0,Y,15,8,1,5.0,3,5,4,3
