,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
3941,26,No,Travel_Frequently,Sales,10.0,2,Life Sciences,4044,Male,2,Healthcare Representative,Married,1089.3999999999999,0.0,Y,14,8,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3
3942,45,No,Travel_Frequently,Research & Development,5.0,4,Life Sciences,4045,Female,2,Manager,Single,389.21999999999997,4.0,Y,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3
3943,33,No,Travel_Rarely,Sales,0.625,3,Life Sciences,4046,Female,5,Sales Executive,Single,158.98999999999998,1.0,Y,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3
3944,28,No,Travel_Frequently,Sales,5.0,3,Life Sciences,4047,Male,4,Research Scientist,Married,145.34,1.0,Y,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3
3945,29,Yes,Travel_Frequently,Human Resources,1.25,4,Human Resources,4048,Male,2,Sales Executive,Single,373.75,1.0,Y,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
3946,39,No,Non-Travel,Research & Development,5.0,5,Medical,4049,Female,2,Sales Representative,Married,2447.12,6.0,Y,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3
3947,27,No,Travel_Rarely,Sales,1.875,2,Technical Degree,4050,Male,2,Healthcare Representative,Married,1765.01,1.0,Y,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3
3948,34,No,Travel_Frequently,Research & Development,5.625,4,Life Sciences,4051,Female,2,Manufacturing Director,Married,341.25,1.0,Y,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3
3949,28,Yes,Travel_Rarely,Research & Development,15.625,3,Technical Degree,4052,Male,1,Research Director,Single,2442.5699999999997,3.0,Y,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3
3950,47,No,Non-Travel,Research & Development,0.625,4,Medical,4053,Male,1,Research Scientist,Married,589.9399999999999,8.0,Y,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3
3951,56,No,Travel_Rarely,Research & Development,2.5,3,Technical Degree,4054,Female,2,Sales Executive,Married,2580.1099999999997,4.0,Y,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3
3952,39,No,Travel_Rarely,Research & Development,0.625,3,Other,4055,Female,1,Laboratory Technician,Married,1366.56,1.0,Y,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3
3953,38,No,Travel_Frequently,Research & Development,2.5,2,Medical,4056,Female,1,Manager,Divorced,577.72,1.0,Y,13,8,0,20.0,2,20,0,7,4.0,2.0,3.0,3,3
3954,58,No,Travel_Rarely,Sales,3.125,3,Marketing,4057,Male,5,Sales Representative,Married,280.02,4.0,Y,21,8,1,29.0,3,1,0,0,4.0,4.0,2.0,3,4
3955,32,Yes,Travel_Frequently,Research & Development,5.625,3,Life Sciences,4058,Male,2,Laboratory Technician,Single,2494.7,3.0,Y,17,8,1,8.0,2,4,0,3,1.0,3.0,3.0,3,3
3956,38,No,Travel_Rarely,Research & Development,1.875,4,Life Sciences,4059,Female,1,Sales Representative,Divorced,583.6999999999999,2.0,Y,21,8,1,10.0,1,5,0,3,2.0,4.0,4.0,3,4
3957,49,No,Travel_Frequently,Sales,6.875,4,Life Sciences,4060,Male,2,Research Scientist,Married,455.78,3.0,Y,11,8,1,28.0,4,5,4,3,2.0,4.0,3.0,2,3
3958,42,No,Travel_Rarely,Sales,0.625,3,Life Sciences,4061,Female,1,Sales Executive,Divorced,308.36,3.0,Y,12,8,1,14.0,3,0,0,0,2.0,4.0,3.0,3,3
3959,27,Yes,Travel_Frequently,Sales,5.0,1,Life Sciences,4062,Male,4,Laboratory Technician,Married,1330.03,1.0,Y,13,8,1,1.0,2,1,0,0,1.0,2.0,3.0,3,3
3960,35,No,Travel_Rarely,Research & Development,15.625,1,Medical,4063,Male,1,Sales Executive,Married,703.3,0.0,Y,18,8,0,6.0,4,5,0,4,2.0,1.0,1.0,3,3
3961,28,No,Non-Travel,Research & Development,13.125,1,Medical,4064,Male,3,Research Scientist,Single,1037.1399999999999,1.0,Y,16,8,2,5.0,2,5,1,4,3.0,3.0,2.0,3,3
3962,31,No,Non-Travel,Sales,14.375,1,Medical,4065,Male,1,Sales Executive,Divorced,502.71,1.0,Y,11,8,1,4.0,4,4,2,3,3.0,1.0,4.0,4,3
3963,36,No,Non-Travel,Research & Development,0.625,3,Life Sciences,4066,Male,2,Research Scientist,Married,368.94,1.0,Y,19,8,2,5.0,5,5,0,2,1.0,2.0,3.0,1,3
3964,34,No,Travel_Rarely,Sales,1.25,3,Marketing,4067,Male,4,Healthcare Representative,Single,610.35,1.0,Y,16,8,1,14.0,2,14,2,1,1.0,4.0,2.0,3,3
3965,34,No,Travel_Rarely,Research & Development,11.875,3,Technical Degree,4068,Female,1,Research Director,Divorced,434.07,1.0,Y,16,8,0,9.0,2,8,1,1,4.0,3.0,2.0,2,3
3966,26,No,Travel_Rarely,Research & Development,1.25,2,Life Sciences,4069,Male,2,Research Scientist,Single,270.4,0.0,Y,13,8,0,8.0,6,7,7,6,3.0,1.0,2.0,4,3
3967,29,No,Travel_Rarely,Research & Development,1.25,4,Other,4070,Male,2,Laboratory Technician,Married,272.47999999999996,0.0,Y,22,8,0,6.0,2,5,0,2,1.0,1.0,2.0,4,4
3968,32,No,Non-Travel,Research & Development,1.875,1,Life Sciences,4071,Male,3,Manager,Divorced,807.17,5.0,Y,17,8,1,9.0,5,5,1,2,3.0,4.0,3.0,4,3
3969,31,No,Travel_Frequently,Research & Development,15.625,5,Technical Degree,4072,Female,2,Human Resources,Married,2347.93,1.0,Y,14,8,1,10.0,2,10,8,7,4.0,1.0,3.0,3,3
3970,28,Yes,Travel_Rarely,Sales,4.375,5,Life Sciences,4073,Female,2,Sales Representative,Divorced,2225.99,5.0,Y,15,8,1,6.0,2,4,0,3,3.0,4.0,2.0,2,3
3971,38,No,Travel_Rarely,Research & Development,5.625,2,Technical Degree,4074,Male,3,Sales Representative,Single,308.36,4.0,Y,12,8,0,20.0,3,1,0,0,1.0,1.0,2.0,2,3
3972,35,No,Travel_Rarely,Research & Development,3.125,3,Life Sciences,4075,Male,2,Sales Representative,Married,634.79,1.0,Y,18,8,1,10.0,1,10,0,9,3.0,4.0,3.0,1,3
3973,27,No,Travel_Rarely,Sales,1.25,3,Life Sciences,4076,Female,1,Manager,Single,507.52,1.0,Y,15,8,0,7.0,2,7,0,7,4.0,4.0,3.0,3,3
3974,32,No,Travel_Rarely,Research & Development,5.0,1,Medical,4077,Female,2,Research Scientist,Single,601.51,8.0,Y,17,8,1,8.0,2,1,0,0,4.0,4.0,3.0,2,3
3975,31,Yes,Travel_Frequently,Research & Development,1.25,1,Other,4078,Male,3,Sales Executive,Married,922.2199999999999,1.0,Y,14,8,1,10.0,2,10,0,8,1.0,4.0,3.0,3,3
3976,53,Yes,Travel_Rarely,Research & Development,11.25,3,Medical,4079,Male,1,Research Scientist,Single,444.98999999999995,6.0,Y,15,8,1,15.0,4,2,2,2,1.0,1.0,2.0,3,3
3977,54,No,Travel_Rarely,Research & Development,8.75,3,Other,4080,Male,3,Research Scientist,Married,867.62,3.0,Y,17,8,1,9.0,2,4,2,3,1.0,3.0,2.0,3,3
3978,33,No,Travel_Frequently,Research & Development,1.25,4,Medical,4081,Female,4,Sales Executive,Divorced,2194.4,1.0,Y,14,8,3,9.0,2,9,2,8,4.0,3.0,3.0,3,3
3979,43,No,Travel_Rarely,Research & Development,1.875,3,Medical,4082,Male,1,Research Scientist,Married,1182.22,1.0,Y,12,8,1,10.0,0,10,0,9,1.0,3.0,3.0,3,3
3980,38,No,Travel_Frequently,Research & Development,1.25,5,Medical,4083,Female,4,Sales Executive,Married,1097.98,0.0,Y,14,8,0,7.0,3,6,1,2,4.0,2.0,3.0,2,3
3981,55,No,Travel_Rarely,Sales,5.625,3,Marketing,4084,Male,2,Laboratory Technician,Married,1549.08,4.0,Y,15,8,1,35.0,3,10,1,4,3.0,2.0,3.0,2,3
3982,31,No,Travel_Rarely,Sales,3.75,3,Other,4085,Male,1,Manufacturing Director,Divorced,589.42,1.0,Y,13,8,0,1.0,2,1,0,0,4.0,4.0,3.0,3,3
3983,39,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,4086,Male,2,Sales Executive,Single,1280.76,0.0,Y,12,8,1,21.0,5,20,11,10,2.0,1.0,3.0,2,3
3984,42,No,Non-Travel,Research & Development,6.25,4,Life Sciences,4087,Female,2,Research Scientist,Single,799.63,1.0,Y,13,8,1,20.0,3,20,3,7,4.0,3.0,3.0,3,3
3985,31,No,Non-Travel,Research & Development,8.75,2,Life Sciences,4088,Male,2,Healthcare Representative,Married,299.26,4.0,Y,14,8,0,13.0,3,11,4,8,3.0,3.0,4.0,3,3
3986,54,No,Travel_Rarely,Research & Development,0.625,3,Medical,4089,Female,2,Human Resources,Single,307.06,6.0,Y,13,8,1,9.0,2,5,1,4,3.0,1.0,3.0,4,3
3987,24,No,Travel_Rarely,Research & Development,3.125,4,Other,4090,Male,1,Manufacturing Director,Single,2321.93,1.0,Y,11,8,2,4.0,5,4,1,2,2.0,3.0,2.0,1,3
3988,23,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,4091,Male,2,Research Scientist,Single,2494.31,1.0,Y,11,8,1,5.0,2,5,1,4,4.0,4.0,4.0,3,3
3989,40,No,Travel_Frequently,Research & Development,13.125,3,Medical,4092,Female,3,Research Scientist,Married,2563.21,1.0,Y,21,8,0,10.0,1,10,9,4,4.0,3.0,4.0,2,4
3990,40,No,Travel_Rarely,Research & Development,5.0,1,Medical,4093,Female,5,Research Scientist,Married,460.71999999999997,3.0,Y,18,8,3,15.0,3,11,5,10,2.0,2.0,3.0,2,3
3991,25,No,Travel_Rarely,Sales,12.5,5,Medical,4094,Female,2,Laboratory Technician,Married,1105.0,4.0,Y,12,8,0,6.0,2,2,1,2,3.0,2.0,3.0,3,3
3992,30,No,Travel_Rarely,Human Resources,12.5,4,Life Sciences,4095,Male,2,Research Scientist,Married,605.93,1.0,Y,11,8,0,12.0,3,12,1,7,4.0,2.0,2.0,2,3
3993,25,No,Travel_Rarely,Research & Development,4.375,2,Medical,4096,Male,5,Sales Executive,Divorced,533.39,6.0,Y,15,8,1,7.0,2,2,0,2,4.0,3.0,2.0,3,3
3994,47,No,Travel_Rarely,Research & Development,0.625,4,Life Sciences,4097,Male,2,Sales Executive,Single,552.37,2.0,Y,13,8,1,25.0,2,17,12,11,1.0,3.0,3.0,2,3
3995,33,No,Non-Travel,Research & Development,0.625,3,Life Sciences,4098,Male,2,Research Scientist,Divorced,1823.3799999999999,1.0,Y,12,8,0,1.0,4,1,0,0,2.0,3.0,2.0,3,3
3996,38,No,Travel_Rarely,Research & Development,11.875,3,Life Sciences,4099,Female,2,Sales Executive,Married,896.0899999999999,0.0,Y,17,8,0,16.0,3,15,5,8,4.0,2.0,3.0,3,3
3997,31,No,Travel_Rarely,Research & Development,6.25,4,Medical,4100,Female,3,Sales Executive,Married,796.25,0.0,Y,13,8,1,3.0,3,2,1,2,1.0,3.0,3.0,3,3
3998,38,No,Travel_Frequently,Research & Development,0.625,4,Other,4101,Male,2,Research Scientist,Married,476.96999999999997,2.0,Y,19,8,0,10.0,2,8,7,7,1.0,3.0,3.0,3,3
3999,42,No,Travel_Rarely,Research & Development,3.75,3,Medical,4102,Male,2,Laboratory Technician,Divorced,1301.04,6.0,Y,19,8,1,9.0,3,4,1,2,4.0,1.0,2.0,1,3
4000,41,No,Travel_Rarely,Sales,1.25,2,Medical,4103,Male,1,Healthcare Representative,Married,310.31,3.0,Y,17,8,1,12.0,1,5,1,0,4.0,4.0,3.0,1,3
4001,47,No,Non-Travel,Research & Development,13.125,2,Medical,4104,Male,1,Sales Executive,Married,603.0699999999999,0.0,Y,11,8,1,14.0,2,13,5,12,3.0,2.0,1.0,2,3
4002,35,No,Travel_Rarely,Research & Development,2.5,3,Life Sciences,4105,Male,2,Healthcare Representative,Married,1026.74,7.0,Y,15,8,0,5.0,2,2,2,2,4.0,3.0,3.0,2,3
4003,22,No,Travel_Rarely,Human Resources,7.5,1,Human Resources,4106,Male,2,Sales Executive,Single,329.41999999999996,0.0,Y,11,8,0,4.0,1,3,1,2,4.0,3.0,4.0,3,3
4004,35,No,Travel_Rarely,Research & Development,5.625,3,Medical,4107,Female,2,Sales Executive,Single,1708.4599999999998,1.0,Y,25,8,2,10.0,4,10,0,8,2.0,3.0,3.0,3,4
4005,33,No,Travel_Rarely,Sales,1.875,4,Medical,4108,Male,3,Healthcare Representative,Married,209.42999999999998,0.0,Y,14,8,0,10.0,2,9,8,1,2.0,4.0,3.0,2,3
4006,32,No,Travel_Rarely,Research & Development,1.875,2,Technical Degree,4109,Male,3,Manufacturing Director,Single,697.1899999999999,1.0,Y,13,8,0,6.0,4,6,4,1,3.0,2.0,3.0,3,3
4007,40,No,Travel_Rarely,Research & Development,0.625,4,Medical,4110,Male,2,Research Director,Married,659.23,8.0,Y,17,8,1,8.0,3,1,0,0,1.0,4.0,2.0,2,3
4008,32,No,Travel_Rarely,Research & Development,0.625,2,Medical,4111,Male,3,Sales Executive,Married,1780.35,0.0,Y,13,8,0,3.0,3,2,2,2,2.0,2.0,3.0,3,3
4009,39,No,Travel_Rarely,Research & Development,2.5,4,Life Sciences,4112,Male,1,Sales Executive,Single,1742.26,7.0,Y,14,8,1,18.0,1,7,1,7,1.0,4.0,3.0,3,3
4010,38,No,Travel_Rarely,Sales,12.5,4,Medical,4113,Female,2,Research Director,Married,263.77,3.0,Y,11,8,1,20.0,3,18,1,11,2.0,3.0,3.0,2,3
4011,32,No,Travel_Rarely,Research & Development,11.25,3,Life Sciences,4114,Male,2,Manager,Married,829.01,1.0,Y,12,8,2,14.0,3,14,5,7,3.0,4.0,3.0,3,3
4012,37,No,Travel_Rarely,Research & Development,0.625,3,Life Sciences,4115,Female,4,Sales Executive,Married,705.77,1.0,Y,17,8,1,16.0,3,16,6,8,3.0,4.0,3.0,3,3
4013,25,No,Travel_Rarely,Research & Development,1.25,4,Medical,4116,Female,2,Manufacturing Director,Divorced,362.05,0.0,Y,21,8,0,6.0,2,5,0,4,1.0,3.0,2.0,3,4
4014,44,No,Travel_Rarely,Research & Development,5.0,1,Life Sciences,4118,Female,1,Sales Representative,Single,339.3,6.0,Y,15,8,0,6.0,2,4,1,2,2.0,4.0,3.0,3,3
4015,21,No,Travel_Rarely,Sales,6.25,5,Medical,4119,Male,3,Research Scientist,Single,869.31,1.0,Y,19,8,3,2.0,0,2,1,2,3.0,1.0,3.0,3,3
4016,39,No,Non-Travel,Research & Development,1.875,4,Life Sciences,4120,Female,2,Research Director,Single,614.12,2.0,Y,12,8,1,21.0,4,6,1,3,4.0,4.0,2.0,4,3
4017,23,Yes,Travel_Frequently,Research & Development,1.25,4,Life Sciences,4121,Female,2,Manufacturing Director,Married,803.27,1.0,Y,11,8,0,1.0,3,1,1,0,4.0,1.0,2.0,3,3
4018,36,No,Travel_Rarely,Research & Development,15.0,3,Life Sciences,4122,Female,2,Laboratory Technician,Married,795.5999999999999,0.0,Y,19,8,0,10.0,2,9,3,4,1.0,4.0,3.0,3,3
4019,36,No,Travel_Frequently,Research & Development,10.0,1,Medical,4123,Male,2,Sales Executive,Divorced,1377.48,7.0,Y,15,8,0,18.0,3,4,0,2,4.0,2.0,3.0,2,3
4020,56,No,Non-Travel,Research & Development,5.0,1,Life Sciences,4124,Male,1,Sales Executive,Divorced,710.7099999999999,1.0,Y,20,8,0,13.0,6,13,1,9,3.0,3.0,2.0,2,4
4021,29,Yes,Travel_Rarely,Research & Development,5.625,4,Medical,4125,Male,2,Sales Representative,Married,389.47999999999996,9.0,Y,25,8,0,4.0,4,2,2,2,1.0,4.0,4.0,3,4
4022,42,No,Travel_Rarely,Research & Development,10.625,1,Life Sciences,4126,Male,3,Research Scientist,Married,1299.74,5.0,Y,24,8,2,24.0,3,22,4,14,1.0,3.0,2.0,2,4
4023,56,Yes,Travel_Rarely,Sales,6.25,4,Other,4127,Male,2,Sales Executive,Married,530.14,8.0,Y,24,8,1,14.0,3,10,9,8,4.0,3.0,1.0,3,4
4024,41,No,Travel_Rarely,Research & Development,8.125,4,Life Sciences,4128,Female,1,Healthcare Representative,Married,1419.6,0.0,Y,15,8,1,21.0,3,20,0,10,1.0,2.0,3.0,4,3
4025,34,No,Travel_Rarely,Sales,0.625,3,Medical,4129,Female,1,Laboratory Technician,Married,810.16,1.0,Y,13,8,1,8.0,3,8,1,7,4.0,3.0,3.0,3,3
4026,36,No,Non-Travel,Sales,0.625,1,Medical,4130,Female,1,Human Resources,Divorced,1722.11,1.0,Y,14,8,0,15.0,3,15,11,11,4.0,4.0,2.0,3,3
4027,41,No,Travel_Rarely,Research & Development,0.625,5,Medical,4131,Male,1,Healthcare Representative,Divorced,530.53,2.0,Y,13,8,0,14.0,3,5,0,4,3.0,2.0,3.0,3,3
4028,32,No,Travel_Rarely,Sales,5.625,4,Life Sciences,4132,Female,2,Research Scientist,Single,749.9699999999999,1.0,Y,11,8,0,4.0,3,4,1,2,4.0,1.0,3.0,3,3
4029,35,No,Travel_Rarely,Research & Development,10.0,3,Medical,4133,Female,2,Healthcare Representative,Single,311.21999999999997,1.0,Y,16,8,1,9.0,3,9,1,7,3.0,4.0,3.0,3,3
4030,38,No,Travel_Rarely,Research & Development,14.375,3,Medical,4134,Male,3,Sales Representative,Married,507.52,1.0,Y,22,8,0,10.0,3,10,1,9,1.0,4.0,3.0,2,4
4031,50,Yes,Travel_Frequently,Sales,2.5,2,Life Sciences,4135,Female,2,Laboratory Technician,Divorced,2183.87,7.0,Y,14,8,1,12.0,2,6,0,1,2.0,3.0,3.0,2,3
4032,36,No,Travel_Rarely,Research & Development,13.75,4,Life Sciences,4136,Male,1,Healthcare Representative,Married,383.5,4.0,Y,14,8,0,8.0,1,6,0,0,2.0,4.0,2.0,2,3
4033,45,No,Travel_Rarely,Sales,15.0,3,Life Sciences,4137,Male,1,Laboratory Technician,Single,471.77,8.0,Y,16,8,1,8.0,2,5,0,1,4.0,3.0,3.0,4,3
4034,40,No,Travel_Rarely,Sales,6.25,4,Life Sciences,4138,Male,1,Research Scientist,Single,1217.06,2.0,Y,11,8,1,8.0,6,2,2,2,3.0,3.0,3.0,3,3
4035,35,No,Travel_Frequently,Sales,4.375,2,Life Sciences,4139,Male,2,Manufacturing Director,Married,419.77,1.0,Y,25,8,0,10.0,2,10,0,2,3.0,3.0,4.0,2,4
4036,40,No,Travel_Rarely,Research & Development,10.625,4,Life Sciences,4140,Male,1,Manager,Married,465.14,2.0,Y,14,8,1,20.0,2,5,0,2,3.0,3.0,3.0,3,3
4037,35,No,Travel_Rarely,Human Resources,8.75,1,Life Sciences,4141,Male,2,Research Scientist,Married,1038.44,1.0,Y,18,8,0,4.0,3,4,1,1,3.0,4.0,3.0,3,3
4038,29,No,Travel_Rarely,Research & Development,0.625,3,Medical,4142,Male,3,Sales Executive,Married,556.92,4.0,Y,11,8,0,10.0,5,4,0,3,4.0,2.0,3.0,2,3
4039,29,No,Travel_Rarely,Research & Development,3.125,3,Medical,4143,Male,2,Sales Representative,Single,981.89,1.0,Y,19,8,0,5.0,3,5,0,4,4.0,1.0,1.0,3,3
4040,50,Yes,Travel_Rarely,Research & Development,10.625,3,Medical,4144,Male,1,Research Scientist,Divorced,2252.64,4.0,Y,15,8,2,20.0,1,3,2,0,4.0,1.0,3.0,3,3
4041,39,No,Travel_Rarely,Sales,15.625,3,Medical,4145,Male,2,Sales Executive,Married,2561.13,0.0,Y,11,8,0,21.0,3,20,9,6,2.0,4.0,2.0,4,3
4042,31,No,Non-Travel,Research & Development,5.0,4,Life Sciences,4146,Female,4,Sales Executive,Single,1915.1599999999999,0.0,Y,12,8,0,10.0,3,9,1,7,2.0,1.0,3.0,3,3
4043,26,No,Travel_Rarely,Research & Development,6.875,4,Medical,4147,Male,2,Manager,Single,1206.1399999999999,0.0,Y,20,8,0,5.0,3,4,0,0,4.0,3.0,3.0,3,4
4044,36,No,Travel_Frequently,Research & Development,3.125,1,Technical Degree,4148,Male,1,Sales Executive,Married,176.67,4.0,Y,12,8,0,17.0,2,5,0,3,3.0,4.0,3.0,3,3
4045,39,No,Travel_Rarely,Research & Development,1.25,1,Medical,4149,Female,1,Research Scientist,Married,621.27,4.0,Y,14,8,2,9.0,3,7,1,7,4.0,1.0,3.0,3,3
4046,27,No,Travel_Rarely,Research & Development,5.0,2,Medical,4150,Male,1,Laboratory Technician,Married,2134.86,1.0,Y,20,8,1,6.0,3,6,0,3,2.0,2.0,3.0,3,4
4047,49,No,Travel_Frequently,Research & Development,3.75,1,Medical,4151,Male,3,Healthcare Representative,Married,389.47999999999996,2.0,Y,18,8,1,17.0,2,9,0,8,4.0,2.0,2.0,2,3
4048,34,No,Travel_Rarely,Sales,2.5,3,Medical,4152,Female,1,Sales Executive,Married,163.92999999999998,2.0,Y,14,8,1,6.0,6,4,1,2,2.0,3.0,4.0,3,3
4049,41,Yes,Travel_Rarely,Research & Development,4.375,2,Life Sciences,4153,Female,1,Research Scientist,Single,272.87,8.0,Y,12,8,1,8.0,2,6,0,5,2.0,4.0,1.0,3,3
4050,49,No,Travel_Frequently,Sales,0.625,4,Life Sciences,4154,Female,2,Manufacturing Director,Married,755.3,1.0,Y,21,8,1,10.0,2,10,1,7,3.0,2.0,3.0,3,4
4051,37,Yes,Travel_Rarely,Research & Development,1.25,3,Life Sciences,4155,Male,1,Sales Executive,Single,734.11,6.0,Y,19,8,0,7.0,2,0,0,0,4.0,3.0,3.0,3,3
4052,33,No,Travel_Frequently,Research & Development,6.25,2,Medical,4156,Male,2,Research Scientist,Married,444.59999999999997,1.0,Y,14,8,0,8.0,3,8,3,0,4.0,3.0,3.0,3,3
4053,27,No,Travel_Rarely,Sales,3.125,4,Medical,4157,Female,4,Manufacturing Director,Married,572.0,9.0,Y,17,8,1,6.0,3,2,2,2,1.0,2.0,3.0,2,3
4054,32,No,Travel_Frequently,Research & Development,5.625,2,Medical,4158,Female,2,Research Scientist,Single,455.0,0.0,Y,16,8,1,8.0,2,7,3,6,4.0,4.0,2.0,2,3
4055,59,No,Travel_Rarely,Sales,1.25,2,Marketing,4159,Female,5,Sales Representative,Married,268.58,4.0,Y,12,8,1,12.0,3,1,0,0,3.0,1.0,2.0,3,3
4056,30,No,Travel_Rarely,Research & Development,6.875,4,Medical,4160,Male,2,Laboratory Technician,Divorced,2231.97,1.0,Y,17,8,2,1.0,2,1,0,0,4.0,3.0,3.0,3,3
4057,38,No,Travel_Frequently,Sales,11.25,4,Life Sciences,4161,Male,2,Healthcare Representative,Single,541.06,0.0,Y,15,8,1,10.0,1,9,1,8,4.0,3.0,3.0,3,3
4058,36,No,Travel_Rarely,Research & Development,4.375,3,Life Sciences,4162,Male,1,Sales Executive,Married,1196.52,6.0,Y,23,8,1,17.0,2,7,7,7,3.0,3.0,2.0,3,4
4059,35,No,Travel_Rarely,Human Resources,1.875,4,Human Resources,4163,Male,2,Manager,Married,428.21999999999997,0.0,Y,11,8,0,6.0,2,5,0,3,1.0,2.0,3.0,3,3
4060,29,No,Travel_Rarely,Sales,18.125,4,Life Sciences,4164,Male,2,Laboratory Technician,Single,276.51,0.0,Y,11,8,1,10.0,3,9,0,8,4.0,3.0,3.0,2,3
4061,31,No,Travel_Rarely,Research & Development,1.25,2,Medical,4165,Male,2,Laboratory Technician,Divorced,516.75,1.0,Y,15,8,1,5.0,3,5,4,3,1.0,3.0,2.0,3,3
4062,34,No,Travel_Rarely,Research & Development,17.5,3,Technical Degree,4166,Male,1,Laboratory Technician,Divorced,1403.09,0.0,Y,11,8,3,3.0,1,2,1,2,2.0,4.0,3.0,2,3
4063,28,Yes,Travel_Rarely,Research & Development,0.625,4,Life Sciences,4167,Male,5,Research Director,Single,1312.48,5.0,Y,13,8,0,6.0,2,4,0,3,3.0,3.0,3.0,3,3
4064,29,No,Travel_Rarely,Research & Development,10.0,2,Life Sciences,4168,Female,4,Laboratory Technician,Divorced,473.97999999999996,1.0,Y,14,8,0,10.0,3,10,8,8,2.0,1.0,3.0,4,3
4065,32,No,Travel_Rarely,Human Resources,13.75,3,Human Resources,4169,Female,2,Research Director,Divorced,967.9799999999999,0.0,Y,19,8,0,7.0,3,6,0,5,1.0,2.0,2.0,3,3
4066,22,No,Non-Travel,Research & Development,5.0,3,Life Sciences,4170,Female,3,Sales Executive,Divorced,1410.6299999999999,1.0,Y,16,8,1,1.0,2,1,0,0,4.0,4.0,2.0,4,3
4067,53,No,Travel_Rarely,Research & Development,6.875,3,Medical,4171,Male,2,Manager,Married,274.16999999999996,2.0,Y,13,8,0,31.0,3,25,3,7,1.0,4.0,3.0,3,3
4068,38,No,Travel_Rarely,Research & Development,18.125,3,Life Sciences,4172,Female,1,Manufacturing Director,Single,483.85999999999996,5.0,Y,14,8,0,6.0,0,3,1,2,4.0,4.0,3.0,3,3
4069,24,No,Non-Travel,Research & Development,0.625,5,Life Sciences,4173,Male,3,Research Scientist,Divorced,1219.3999999999999,0.0,Y,16,8,0,5.0,2,4,1,3,1.0,3.0,2.0,2,3
4070,36,Yes,Travel_Rarely,Research & Development,0.625,3,Life Sciences,4174,Male,1,Research Director,Single,713.18,7.0,Y,12,8,1,10.0,2,5,0,3,3.0,1.0,3.0,3,3
4071,34,No,Travel_Rarely,Sales,15.0,3,Marketing,4175,Male,4,Research Scientist,Single,356.46,0.0,Y,11,8,1,13.0,2,12,2,11,1.0,2.0,3.0,3,3
4072,21,No,Travel_Rarely,Sales,1.25,3,Life Sciences,4176,Male,2,Manufacturing Director,Single,1788.4099999999999,1.0,Y,12,8,1,0.0,3,0,0,0,3.0,4.0,3.0,3,3
4073,34,Yes,Travel_Rarely,Sales,9.375,2,Marketing,4177,Female,2,Research Scientist,Single,1100.19,2.0,Y,13,8,0,8.0,2,4,1,3,2.0,1.0,3.0,1,3
4074,53,No,Travel_Rarely,Sales,1.25,1,Life Sciences,4178,Male,5,Human Resources,Divorced,411.06,4.0,Y,15,8,0,26.0,4,14,4,8,3.0,3.0,2.0,3,3
4075,32,Yes,Travel_Frequently,Research & Development,6.25,3,Medical,4179,Female,2,Manufacturing Director,Single,2157.74,1.0,Y,13,8,0,10.0,2,10,6,7,2.0,1.0,3.0,3,3
4076,42,No,Travel_Rarely,Research & Development,6.25,3,Technical Degree,4180,Male,2,Laboratory Technician,Married,864.63,0.0,Y,20,8,0,10.0,5,9,4,2,3.0,2.0,3.0,2,4
4077,44,No,Travel_Rarely,Research & Development,1.875,1,Life Sciences,4181,Female,1,Manufacturing Director,Married,304.84999999999997,3.0,Y,15,8,2,24.0,0,22,5,17,1.0,4.0,3.0,3,3
4078,46,No,Travel_Rarely,Sales,1.25,3,Life Sciences,4182,Female,1,Research Scientist,Single,444.59999999999997,3.0,Y,13,8,2,22.0,3,2,2,1,2.0,1.0,2.0,1,3
4079,33,No,Travel_Rarely,Sales,1.875,3,Medical,4183,Male,1,Manufacturing Director,Single,568.49,4.0,Y,14,8,0,7.0,3,1,0,0,3.0,4.0,3.0,3,3
4080,44,No,Travel_Rarely,Human Resources,16.25,3,Life Sciences,4184,Male,5,Healthcare Representative,Married,618.67,2.0,Y,21,8,0,9.0,2,4,1,3,4.0,4.0,4.0,3,4
